NP_000012.1	NP_000012.1; XP_016857324.1	467; 448	Pfam	PF01080; PF01080	Presenilin; Presenilin	4.9E-166; 1.3E-107	IPR001108; IPR001108	Peptidase A22A, presenilin; Peptidase A22A, presenilin
NP_054772.1	NP_054772.1; NP_060261.2	555; 526	Pfam	PF07690; PF07690	Major Facilitator Superfamily; Major Facilitator Superfamily	1.3E-26; 3.1E-26	IPR011701; IPR011701	Major facilitator superfamily; Major facilitator superfamily
NP_054836.2	NP_054836.2; NP_001258489.1	275; 273	Pfam	PF15251; PF15251	Domain of unknown function (DUF4588); Domain of unknown function (DUF4588)	6.5E-102; 1.7E-88	IPR029196; IPR029196	Protein of unknown function DUF4588; Protein of unknown function DUF4588
NP_054860.1	NP_054860.1; NP_001354427.1; NP_207837.2; NP_387504.2; NP_001188309.2	1331; 1307; 1308; 1288; 1288	Pfam	PF00754, PF02210; PF02210, PF00754; PF00754, PF02210; PF02210, PF00754; PF02210, PF00754	F5/8 type C domain, Laminin G domain; Laminin G domain, F5/8 type C domain; F5/8 type C domain, Laminin G domain; Laminin G domain, F5/8 type C domain; Laminin G domain, F5/8 type C domain	8.1E-32, 2.4E-24; 8.2E-25, 8.4E-29; 1.4E-27, 7.3E-25; 1.5E-22, 3.9E-27; 1.5E-22, 3.9E-27	IPR000421, IPR001791; IPR001791, IPR000421; IPR000421, IPR001791; IPR001791, IPR000421; IPR001791, IPR000421	Coagulation factor 5/8 C-terminal domain, Laminin G domain; Laminin G domain, Coagulation factor 5/8 C-terminal domain; Coagulation factor 5/8 C-terminal domain, Laminin G domain; Laminin G domain, Coagulation factor 5/8 C-terminal domain; Laminin G domain, Coagulation factor 5/8 C-terminal domain
NP_054888.3	NP_054888.3; NP_789782.1; NP_689497.1	222; 224; 233	Pfam	PF03357; PF03357; PF03357	Snf7; Snf7; Snf7	6.7E-54; 1.4E-57; 5.5E-53	IPR005024; IPR005024; IPR005024	Snf7 family; Snf7 family; Snf7 family
NP_054901.1	NP_054901.1; NP_001307731.1; NP_001358315.1	153; 153; 158	Pfam	PF04061; PF04061; PF04061	ORMDL family; ORMDL family; ORMDL family	9.5E-54; 3.2E-53; 5.6E-53	IPR007203; IPR007203; IPR007203	ORMDL family; ORMDL family; ORMDL family
NP_055029.1	NP_055029.1; NP_001138350.1	288; 336	Pfam	PF00459; PF00459	Inositol monophosphatase family; Inositol monophosphatase family	2.7E-81; 2.8E-89	IPR000760; IPR000760	Inositol monophosphatase-like; Inositol monophosphatase-like
NP_055040.2	NP_055040.2; NP_859050.1	589; 667	Pfam	PF02985, PF13646; PF02985, PF13646	HEAT repeat, HEAT repeats; HEAT repeat, HEAT repeats	2.9E-4, 1.1E-15; 5.0E-4, 3.6E-15	IPR000357, -; IPR000357, -	HEAT repeat, -; HEAT repeat, -
NP_055046.1	NP_055046.1; NP_001317054.1; XP_016858330.1	118; 118; 122	Pfam	PF00957; PF00957; PF00957	Synaptobrevin; Synaptobrevin; Synaptobrevin	1.6E-33; 6.0E-35; 9.8E-34	IPR001388; IPR001388; IPR001388	Synaptobrevin; Synaptobrevin; Synaptobrevin
NP_055056.3	NP_055056.3; NP_001316712.1	288; 277	Pfam	PF04387; PF04387	Protein tyrosine phosphatase-like protein, PTPLA; Protein tyrosine phosphatase-like protein, PTPLA	1.5E-56; 1.2E-52	IPR007482; IPR007482	Protein-tyrosine phosphatase-like, PTPLA; Protein-tyrosine phosphatase-like, PTPLA
NP_055058.2	NP_055058.2; NP_631894.2; NP_055059.2	1205; 1226; 1211	Pfam	PF01562, PF00090, PF17771, PF19030, PF05986, PF01421; PF05986, PF00090, PF19030, PF17771, PF01562, PF01421; PF01421, PF05986, PF17771, PF00090, PF01562, PF19030	Reprolysin family propeptide, Thrombospondin type 1 domain, ADAM cysteine-rich domain, Thrombospondin type 1 domain, ADAM-TS Spacer 1, Reprolysin (M12B) family zinc metalloprotease; ADAM-TS Spacer 1, Thrombospondin type 1 domain, Thrombospondin type 1 domain, ADAM cysteine-rich domain, Reprolysin family propeptide, Reprolysin (M12B) family zinc metalloprotease; Reprolysin (M12B) family zinc metalloprotease, ADAM-TS Spacer 1, ADAM cysteine-rich domain, Thrombospondin type 1 domain, Reprolysin family propeptide, Thrombospondin type 1 domain	3.5E-42, 4.3E-9, 9.3E-20, 6.3E-10, 2.1E-32, 3.1E-20; 3.1E-26, 4.1E-9, 1.7E-11, 3.3E-20, 1.6E-37, 2.1E-20; 1.6E-18, 2.4E-33, 1.6E-17, 5.5E-10, 7.4E-35, 1.2E-11	IPR002870, IPR000884, IPR041645, -, IPR010294, IPR001590; IPR010294, IPR000884, -, IPR041645, IPR002870, IPR001590; IPR001590, IPR010294, IPR041645, IPR000884, IPR002870, -	Peptidase M12B, propeptide, Thrombospondin type-1 (TSP1) repeat, ADAM cysteine-rich domain 2, -, ADAM-TS Spacer 1, Peptidase M12B, ADAM/reprolysin; ADAM-TS Spacer 1, Thrombospondin type-1 (TSP1) repeat, -, ADAM cysteine-rich domain 2, Peptidase M12B, propeptide, Peptidase M12B, ADAM/reprolysin; Peptidase M12B, ADAM/reprolysin, ADAM-TS Spacer 1, ADAM cysteine-rich domain 2, Thrombospondin type-1 (TSP1) repeat, Peptidase M12B, propeptide, -
NP_055067.1	NP_055067.1; NP_114153.1	301; 301	Pfam	PF00153; PF00153	Mitochondrial carrier protein; Mitochondrial carrier protein	1.6E-20; 8.4E-20	IPR018108; IPR018108	Mitochondrial substrate/solute carrier; Mitochondrial substrate/solute carrier
NP_055072.3	NP_055072.3; NP_066978.1	399; 404	Pfam	PF00059; PF00059	Lectin C-type domain; Lectin C-type domain	4.1E-25; 2.7E-22	IPR001304; IPR001304	C-type lectin-like; C-type lectin-like
NP_055091.2	NP_055091.2; XP_016863659.1	517; 506	Pfam	PF09270, PF09271; PF09271, PF09270	Beta-trefoil DNA-binding domain, LAG1, DNA binding; LAG1, DNA binding, Beta-trefoil DNA-binding domain	5.3E-46, 1.7E-41; 4.5E-47, 3.6E-61	IPR015350, IPR015351; IPR015351, IPR015350	Beta-trefoil DNA-binding domain, RBP-J/Cbf11/Cbf12, DNA binding; RBP-J/Cbf11/Cbf12, DNA binding, Beta-trefoil DNA-binding domain
NP_055102.3	NP_055102.3; XP_005255375.1; NP_001004060.1	1222; 1267; 1267	Pfam	PF17802, PF13620; PF13620, PF17802; PF13620, PF17802	Prealbumin-like fold domain, Carboxypeptidase regulatory-like domain; Carboxypeptidase regulatory-like domain, Prealbumin-like fold domain; Carboxypeptidase regulatory-like domain, Prealbumin-like fold domain	2.1E-5, 4.3E-8; 3.8E-8, 2.1E-5; 3.8E-8, 2.1E-5	IPR041033, -; -, IPR041033; -, IPR041033	Prealbumin-like fold domain, -; -, Prealbumin-like fold domain; -, Prealbumin-like fold domain
NP_055107.3	NP_055107.3; NP_065700.1	412; 389	Pfam	PF00385, PF17218; PF00385, PF17218	Chromo (CHRromatin Organisation MOdifier) domain, CBX family C-terminal motif; Chromo (CHRromatin Organisation MOdifier) domain, CBX family C-terminal motif	2.5E-15, 1.3E-14; 2.6E-15, 2.3E-14	IPR023780, IPR033773; IPR023780, IPR033773	Chromo domain, CBX family C-terminal motif; Chromo domain, CBX family C-terminal motif
NP_055179.1	NP_055179.1; NP_001276674.1	408; 335	Pfam	PF00044, PF02800; PF02800, PF00044	Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain, Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain; Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain, Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain	2.0E-35, 1.1E-68; 2.0E-69, 3.9E-39	IPR020828, IPR020829; IPR020829, IPR020828	Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain, Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain; Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain, Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain
NP_055260.1	NP_055260.1; XP_024305116.1	66; 84	Pfam	PF06624; PF06624	Ribosome associated membrane protein RAMP4; Ribosome associated membrane protein RAMP4	9.4E-28; 5.1E-24	IPR010580; IPR010580	Stress-associated endoplasmic reticulum protein; Stress-associated endoplasmic reticulum protein
NP_055269.1	NP_055269.1; NP_653266.2; NP_113647.1	551; 492; 480	Pfam	PF04636; PF04636; PF04636	PA26 p53-induced protein (sestrin); PA26 p53-induced protein (sestrin); PA26 p53-induced protein (sestrin)	1.0E-209; 1.3E-205; 1.3E-196	IPR006730; IPR006730; IPR006730	Sestrin; Sestrin; Sestrin
NP_055275.1	NP_055275.1; XP_005255285.3	153; 168	Pfam	PF00313; PF00313	'Cold-shock' DNA-binding domain; 'Cold-shock' DNA-binding domain	3.1E-13; 3.9E-12	IPR002059; IPR002059	Cold-shock protein, DNA-binding; Cold-shock protein, DNA-binding
NP_055297.1	NP_055297.1; NP_878248.2; NP_001709.1; NP_001710.1; NP_066551.1; NP_000548.2; NP_001001557.1; NP_861525.2; NP_001191.1; XP_011540326.2; NP_001334841.1	424; 450; 513; 431; 454; 501; 455; 402; 396; 427; 455	Pfam	PF00019, PF00688; PF00019, PF00688; PF00019, PF00688; PF00688, PF00019; PF00688, PF00019; PF00019, PF00688; PF00688, PF00019; PF00688, PF00019; PF00019, PF00688; PF00688, PF00019; PF00019, PF00688	Transforming growth factor beta like domain, TGF-beta propeptide; Transforming growth factor beta like domain, TGF-beta propeptide; Transforming growth factor beta like domain, TGF-beta propeptide; TGF-beta propeptide, Transforming growth factor beta like domain; TGF-beta propeptide, Transforming growth factor beta like domain; Transforming growth factor beta like domain, TGF-beta propeptide; TGF-beta propeptide, Transforming growth factor beta like domain; TGF-beta propeptide, Transforming growth factor beta like domain; Transforming growth factor beta like domain, TGF-beta propeptide; TGF-beta propeptide, Transforming growth factor beta like domain; Transforming growth factor beta like domain, TGF-beta propeptide	2.3E-29, 1.2E-23; 2.1E-32, 4.5E-10; 7.0E-38, 2.5E-100; 3.0E-98, 1.6E-36; 3.2E-102, 8.5E-37; 4.2E-32, 3.2E-13; 3.6E-21, 1.5E-32; 5.2E-65, 8.2E-37; 6.7E-34, 1.3E-51; 6.1E-56, 1.9E-36; 5.1E-33, 1.6E-51	IPR001839, IPR001111; IPR001839, IPR001111; IPR001839, IPR001111; IPR001111, IPR001839; IPR001111, IPR001839; IPR001839, IPR001111; IPR001111, IPR001839; IPR001111, IPR001839; IPR001839, IPR001111; IPR001111, IPR001839; IPR001839, IPR001111	Transforming growth factor-beta, C-terminal, TGF-beta, propeptide; Transforming growth factor-beta, C-terminal, TGF-beta, propeptide; Transforming growth factor-beta, C-terminal, TGF-beta, propeptide; TGF-beta, propeptide, Transforming growth factor-beta, C-terminal; TGF-beta, propeptide, Transforming growth factor-beta, C-terminal; Transforming growth factor-beta, C-terminal, TGF-beta, propeptide; TGF-beta, propeptide, Transforming growth factor-beta, C-terminal; TGF-beta, propeptide, Transforming growth factor-beta, C-terminal; Transforming growth factor-beta, C-terminal, TGF-beta, propeptide; TGF-beta, propeptide, Transforming growth factor-beta, C-terminal; Transforming growth factor-beta, C-terminal, TGF-beta, propeptide
NP_055379.1	NP_055379.1; NP_203129.1	402; 390	Pfam	PF00046, PF00412; PF00412, PF00046	Homeodomain, LIM domain; LIM domain, Homeodomain	1.0E-20, 2.7E-16; 2.2E-16, 5.8E-21	IPR001356, IPR001781; IPR001781, IPR001356	Homeobox domain, Zinc finger, LIM-type; Zinc finger, LIM-type, Homeobox domain
NP_055385.3	NP_055385.3; XP_005253223.1	516; 560	Pfam	PF01412; PF01412	Putative GTPase activating protein for Arf; Putative GTPase activating protein for Arf	4.2E-31; 1.4E-31	IPR001164; IPR001164	Arf GTPase activating protein; Arf GTPase activating protein
NP_055398.1	NP_055398.1; NP_056456.1	365; 421	Pfam	PF06297, PF00412; PF06297, PF00412	PET Domain, LIM domain; PET Domain, LIM domain	2.0E-37, 2.7E-11; 4.4E-41, 3.5E-14	IPR010442, IPR001781; IPR010442, IPR001781	PET domain, Zinc finger, LIM-type; PET domain, Zinc finger, LIM-type
NP_055404.1	NP_055404.1; NP_001382392.1	142; 144	Pfam	PF00068; PF00068	Phospholipase A2; Phospholipase A2	1.5E-36; 1.1E-36	IPR016090; IPR016090	Phospholipase A2 domain; Phospholipase A2 domain
NP_055410.1	NP_055410.1; XP_011522269.1	201; 265	Pfam	PF06941; PF06941	5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C); 5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)	6.9E-27; 4.4E-10	IPR010708; IPR010708	5'(3')-deoxyribonucleotidase; 5'(3')-deoxyribonucleotidase
NP_055415.1	NP_055415.1; NP_001269374.1; NP_644670.1; NP_055416.2	535; 548; 541; 543	Pfam	PF16880, PF18150, PF00350, PF12763; PF16880, PF18150, PF12763, PF00350; PF16880, PF00350, PF12763, PF18150; PF00350, PF18150, PF12763, PF16880	N-terminal EH-domain containing protein, Domain of unknown function (DUF5600), Dynamin family, Cytoskeletal-regulatory complex EF hand; N-terminal EH-domain containing protein, Domain of unknown function (DUF5600), Cytoskeletal-regulatory complex EF hand, Dynamin family; N-terminal EH-domain containing protein, Dynamin family, Cytoskeletal-regulatory complex EF hand, Domain of unknown function (DUF5600); Dynamin family, Domain of unknown function (DUF5600), Cytoskeletal-regulatory complex EF hand, N-terminal EH-domain containing protein	1.5E-18, 1.1E-45, 2.1E-12, 4.6E-18; 5.2E-17, 9.7E-46, 2.6E-17, 3.1E-13; 1.1E-15, 1.4E-12, 3.0E-14, 1.1E-46; 8.1E-13, 1.9E-46, 1.3E-17, 9.3E-17	IPR031692, IPR040990, IPR045063, IPR000261; IPR031692, IPR040990, IPR000261, IPR045063; IPR031692, IPR045063, IPR000261, IPR040990; IPR045063, IPR040990, IPR000261, IPR031692	EH domain-containing protein, N-terminal, Domain of unknown function DUF5600, Dynamin, N-terminal, EH domain; EH domain-containing protein, N-terminal, Domain of unknown function DUF5600, EH domain, Dynamin, N-terminal; EH domain-containing protein, N-terminal, Dynamin, N-terminal, EH domain, Domain of unknown function DUF5600; Dynamin, N-terminal, Domain of unknown function DUF5600, EH domain, EH domain-containing protein, N-terminal
NP_055421.1	NP_055421.1; XP_024303695.1	1050; 1081	Pfam	PF00415, PF00632; PF00415, PF00632	Regulator of chromosome condensation (RCC1) repeat, HECT-domain (ubiquitin-transferase); Regulator of chromosome condensation (RCC1) repeat, HECT-domain (ubiquitin-transferase)	7.2E-14, 3.9E-80; 1.9E-14, 6.8E-89	IPR000408, IPR000569; IPR000408, IPR000569	Regulator of chromosome condensation, RCC1, HECT domain; Regulator of chromosome condensation, RCC1, HECT domain
NP_055431.1	NP_055431.1; XP_005268356.1; XP_016884928.1	1177; 1192; 1152	Pfam	PF13246, PF16212, PF00122, PF16209; PF16212, PF13246, PF16209, PF00122; PF16212, PF16209, PF13246, PF00122	Cation transport ATPase (P-type), Phospholipid-translocating P-type ATPase C-terminal, E1-E2 ATPase, Phospholipid-translocating ATPase N-terminal; Phospholipid-translocating P-type ATPase C-terminal, Cation transport ATPase (P-type), Phospholipid-translocating ATPase N-terminal, E1-E2 ATPase; Phospholipid-translocating P-type ATPase C-terminal, Phospholipid-translocating ATPase N-terminal, Cation transport ATPase (P-type), E1-E2 ATPase	4.0E-11, 4.0E-79, 1.6E-9, 4.5E-21; 2.3E-77, 7.7E-10, 1.6E-22, 3.0E-10; 7.7E-73, 4.1E-22, 4.1E-10, 4.7E-10	-, IPR032630, -, IPR032631; IPR032630, -, IPR032631, -; IPR032630, IPR032631, -, -	-, P-type ATPase, C-terminal, -, P-type ATPase, N-terminal; P-type ATPase, C-terminal, -, P-type ATPase, N-terminal, -; P-type ATPase, C-terminal, P-type ATPase, N-terminal, -, -
NP_055433.2	NP_055433.2; XP_016856614.1; XP_024304490.1	761; 766; 783	Pfam	PF01823, PF19052; PF19052, PF01823; PF01823, PF19052	MAC/Perforin domain, BMP/retinoic acid-inducible neural-specific protein; BMP/retinoic acid-inducible neural-specific protein, MAC/Perforin domain; MAC/Perforin domain, BMP/retinoic acid-inducible neural-specific protein	7.6E-6, 1.3E-165; 4.0E-254, 3.6E-7; 6.7E-6, 3.1E-259	IPR020864, IPR033237; IPR033237, IPR020864; IPR020864, IPR033237	Membrane attack complex component/perforin (MACPF) domain, BMP/retinoic acid-inducible neural-specific protein; BMP/retinoic acid-inducible neural-specific protein, Membrane attack complex component/perforin (MACPF) domain; Membrane attack complex component/perforin (MACPF) domain, BMP/retinoic acid-inducible neural-specific protein
NP_055434.2	NP_055434.2; XP_011525167.1	956; 982	Pfam	PF01094, PF10613, PF00060; PF10613, PF01094, PF00060	Receptor family ligand binding region, Ligated ion channel L-glutamate- and glycine-binding site, Ligand-gated ion channel; Ligated ion channel L-glutamate- and glycine-binding site, Receptor family ligand binding region, Ligand-gated ion channel	1.3E-61, 9.2E-45, 3.2E-48; 6.9E-42, 1.1E-56, 3.0E-48	IPR001828, IPR019594, IPR001320; IPR019594, IPR001828, IPR001320	Receptor, ligand binding region, Ionotropic glutamate receptor, L-glutamate and glycine-binding domain, Ionotropic glutamate receptor; Ionotropic glutamate receptor, L-glutamate and glycine-binding domain, Receptor, ligand binding region, Ionotropic glutamate receptor
NP_055464.1	NP_055464.1; NP_001188267.1	953; 917	Pfam	PF02037, PF00076; PF00076, PF02037	SAP domain, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), SAP domain	4.0E-10, 7.8E-14; 4.0E-13, 2.8E-9	IPR003034, IPR000504; IPR000504, IPR003034	SAP domain, RNA recognition motif domain; RNA recognition motif domain, SAP domain
NP_055478.2	NP_055478.2; NP_001340926.1; XP_016881992.1	1064; 1089; 1130	Pfam	PF02373, PF13831, PF18104, PF02375, PF13832; PF18104, PF13832, PF13831, PF02375, PF02373; PF18104, PF02375, PF13831, PF13832, PF02373	JmjC domain, hydroxylase, PHD-finger, Jumonji domain-containing protein 2A Tudor domain, jmjN domain, PHD-zinc-finger like domain; Jumonji domain-containing protein 2A Tudor domain, PHD-zinc-finger like domain, PHD-finger, jmjN domain, JmjC domain, hydroxylase; Jumonji domain-containing protein 2A Tudor domain, jmjN domain, PHD-finger, PHD-zinc-finger like domain, JmjC domain, hydroxylase	1.4E-42, 2.3E-15, 3.0E-16, 7.3E-14, 2.4E-33; 1.5E-14, 9.4E-36, 5.8E-13, 1.1E-11, 5.6E-44; 2.1E-14, 2.1E-14, 1.0E-14, 2.5E-36, 5.3E-43	IPR003347, -, IPR040477, IPR003349, -; IPR040477, -, -, IPR003349, IPR003347; IPR040477, IPR003349, -, -, IPR003347	JmjC domain, -, Lysine-specific demethylase 4, Tudor domain, JmjN domain, -; Lysine-specific demethylase 4, Tudor domain, -, -, JmjN domain, JmjC domain; Lysine-specific demethylase 4, Tudor domain, JmjN domain, -, -, JmjC domain
NP_055513.2	NP_055513.2; XP_016866488.1	807; 841	Pfam	PF13967, PF02714, PF14703; PF02714, PF13967, PF14703	Late exocytosis, associated with Golgi transport, Calcium-dependent channel, 7TM region, putative phosphate, Cytosolic domain of 10TM putative phosphate transporter; Calcium-dependent channel, 7TM region, putative phosphate, Late exocytosis, associated with Golgi transport, Cytosolic domain of 10TM putative phosphate transporter	8.2E-21, 5.9E-55, 4.3E-45; 2.5E-61, 1.6E-19, 5.6E-40	IPR032880, IPR003864, IPR027815; IPR003864, IPR032880, IPR027815	Calcium permeable stress-gated cation channel 1, N-terminal transmembrane domain, Calcium-dependent channel, 7TM region, putative phosphate, 10TM putative phosphate transporter, cytosolic domain; Calcium-dependent channel, 7TM region, putative phosphate, Calcium permeable stress-gated cation channel 1, N-terminal transmembrane domain, 10TM putative phosphate transporter, cytosolic domain
NP_055534.2	NP_055534.2; NP_001350467.1	921; 919	Pfam	PF17291, PF13402; PF13402, PF17291	N-terminal domain of M60-like peptidases, Peptidase M60, enhancin and enhancin-like; Peptidase M60, enhancin and enhancin-like, N-terminal domain of M60-like peptidases	2.3E-28, 3.4E-81; 3.5E-85, 1.4E-28	IPR035423, IPR031161; IPR031161, IPR035423	M60-like domain, N-terminal, Peptidase family M60 domain; Peptidase family M60 domain, M60-like domain, N-terminal
NP_055544.1	NP_055544.1; NP_001073899.2; XP_006723947.1; NP_055643.1	526; 576; 515; 621	Pfam	PF00505; PF00505; PF00505; PF00505	HMG (high mobility group) box; HMG (high mobility group) box; HMG (high mobility group) box; HMG (high mobility group) box	2.5E-17; 1.3E-17; 2.4E-17; 9.1E-18	IPR009071; IPR009071; IPR009071; IPR009071	High mobility group box domain; High mobility group box domain; High mobility group box domain; High mobility group box domain
NP_055616.3	NP_055616.3; XP_011543326.1	2137; 2047	Pfam	PF05041; PF05041	Pecanex protein (C-terminus); Pecanex protein (C-terminus)	4.3E-114; 1.0E-115	IPR007735; IPR007735	Pecanex, C-terminal; Pecanex, C-terminal
NP_055649.4	NP_055649.4; NP_001006608.2; NP_955372.2	1700; 1700; 1634	Pfam	PF14914, PF13855, PF15779; PF14914, PF13855, PF15779; PF13855, PF14914, PF15779	LRRC37A/B like protein 1 C-terminal domain, Leucine rich repeat, Leucine-rich repeat-containing protein 37 family; LRRC37A/B like protein 1 C-terminal domain, Leucine rich repeat, Leucine-rich repeat-containing protein 37 family; Leucine rich repeat, LRRC37A/B like protein 1 C-terminal domain, Leucine-rich repeat-containing protein 37 family	7.8E-71, 2.3E-14, 1.1E-25; 7.8E-71, 2.3E-14, 1.1E-25; 2.3E-14, 2.5E-71, 1.1E-25	IPR029423, IPR001611, IPR032754; IPR029423, IPR001611, IPR032754; IPR001611, IPR029423, IPR032754	LRRC37A/B like protein 1, C-terminal, Leucine-rich repeat, Leucine-rich repeat-containing protein 37, N-terminal; LRRC37A/B like protein 1, C-terminal, Leucine-rich repeat, Leucine-rich repeat-containing protein 37, N-terminal; Leucine-rich repeat, LRRC37A/B like protein 1, C-terminal, Leucine-rich repeat-containing protein 37, N-terminal
