NP_000076.2	NP_000076.2; NP_004061.3	687; 687	Pfam	PF00571, PF00654; PF00654, PF00571	CBS domain, Voltage gated chloride channel; Voltage gated chloride channel, CBS domain	2.1E-5, 2.6E-73; 1.4E-74, 9.1E-5	IPR000644, IPR001807; IPR001807, IPR000644	CBS domain, Chloride channel, voltage gated; Chloride channel, voltage gated, CBS domain
NP_115952.1	NP_115952.1; NP_848522.1; NP_848521.1	92; 92; 94	Pfam	PF14672; PF14672; PF14672	Late cornified envelope; Late cornified envelope; Late cornified envelope	1.9E-29; 1.1E-29; 1.9E-28	IPR028205; IPR028205; IPR028205	Late cornified envelope protein; Late cornified envelope protein; Late cornified envelope protein
NP_116027.2	NP_116027.2; NP_001295022.1; NP_001002295.1	480; 443; 444	Pfam	PF00320; PF05349, PF00320; PF00320	GATA zinc finger; GATA-type transcription activator, N-terminal, GATA zinc finger; GATA zinc finger	9.7E-15; 2.3E-53, 4.0E-15; 9.7E-15	IPR000679; IPR008013, IPR000679; IPR000679	Zinc finger, GATA-type; GATA-type transcription activator, N-terminal, Zinc finger, GATA-type; Zinc finger, GATA-type
NP_116070.2	NP_116070.2; NP_001383004.1	452; 452	Pfam	PF00622, PF15227; PF00643, PF00622, PF15227	SPRY domain, zinc finger of C3HC4-type, RING; B-box zinc finger, SPRY domain, zinc finger of C3HC4-type, RING	1.2E-7, 2.2E-11; 3.3E-5, 5.6E-7, 2.3E-10	IPR003877, -; IPR000315, IPR003877, -	SPRY domain, -; B-box-type zinc finger, SPRY domain, -
NP_116223.3	NP_116223.3; NP_001013642.2	473; 473	Pfam	PF04922; PF04922	DIE2/ALG10 family; DIE2/ALG10 family	1.9E-130; 5.2E-130	IPR016900; IPR016900	Alpha-2-glucosyltransferase Alg10; Alpha-2-glucosyltransferase Alg10
NP_116315.1	NP_116315.1; NP_001006939.2; NP_001012997.1	200; 183; 206	Pfam	PF04538; PF04538; PF04538	Brain expressed X-linked like family; Brain expressed X-linked like family; Brain expressed X-linked like family	1.1E-43; 4.1E-42; 4.0E-42	IPR021156; IPR021156; IPR021156	Transcription elongation factor A-like/Brain expressed X-linked; Transcription elongation factor A-like/Brain expressed X-linked; Transcription elongation factor A-like/Brain expressed X-linked
NP_116581.3	NP_116581.3; NP_001091084.2; NP_001380848.1	115; 115; 159	Pfam	PF13656; PF13656; PF13656	RNA polymerase Rpb3/Rpb11 dimerisation domain; RNA polymerase Rpb3/Rpb11 dimerisation domain; RNA polymerase Rpb3/Rpb11 dimerisation domain	3.3E-29; 3.3E-29; 7.9E-29	IPR009025; IPR009025; IPR009025	DNA-directed RNA polymerase, RBP11-like dimerisation domain; DNA-directed RNA polymerase, RBP11-like dimerisation domain; DNA-directed RNA polymerase, RBP11-like dimerisation domain
NP_116755.1	NP_116755.1; XP_011529212.1	1340; 1376	Pfam	PF08374, PF08266, PF00028; PF08374, PF08266, PF00028	Protocadherin, Cadherin-like, Cadherin domain; Protocadherin, Cadherin-like, Cadherin domain	4.8E-82, 1.9E-8, 2.6E-20; 1.1E-83, 3.3E-8, 8.9E-20	IPR013585, IPR013164, IPR002126; IPR013585, IPR013164, IPR002126	Protocadherin, Cadherin, N-terminal, Cadherin-like; Protocadherin, Cadherin, N-terminal, Cadherin-like
NP_149042.2	NP_149042.2; XP_016885265.1	192; 192	Pfam	PF15791; PF15791	Doublesex-and mab-3-related transcription factor C1 and C2; Doublesex-and mab-3-related transcription factor C1 and C2	1.6E-59; 1.6E-59	IPR031577; IPR031577	Doublesex- and mab-3-related transcription factor C1/C2, C-terminal; Doublesex- and mab-3-related transcription factor C1/C2, C-terminal
NP_149099.2	NP_714927.1; NP_149099.2	401; 401	Pfam	PF00447; PF00447	HSF-type DNA-binding; HSF-type DNA-binding	3.0E-22; 3.0E-22	IPR000232; IPR000232	Heat shock factor (HSF)-type, DNA-binding; Heat shock factor (HSF)-type, DNA-binding
NP_149440.1	NP_149440.1; NP_001158724.1; XP_016885729.1; NP_001116859.1	128; 128; 128; 128	Pfam	PF13885, PF01500; PF13885, PF01500; PF13885, PF01500; PF13885, PF01500	Keratin, high sulfur B2 protein, Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein, Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein, Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein, Keratin, high sulfur B2 protein	0.062, 4.6E-10; 0.062, 4.6E-10; 0.065, 3.1E-10; 0.065, 3.1E-10	IPR002494, IPR002494; IPR002494, IPR002494; IPR002494, IPR002494; IPR002494, IPR002494	Keratin-associated protein, Keratin-associated protein; Keratin-associated protein, Keratin-associated protein; Keratin-associated protein, Keratin-associated protein; Keratin-associated protein, Keratin-associated protein
NP_149991.2	NP_149991.2; NP_001382882.1; XP_011543793.1	553; 553; 587	Pfam	PF00370, PF02782; PF02782, PF00370; PF02782, PF00370	FGGY family of carbohydrate kinases, N-terminal domain, FGGY family of carbohydrate kinases, C-terminal domain; FGGY family of carbohydrate kinases, C-terminal domain, FGGY family of carbohydrate kinases, N-terminal domain; FGGY family of carbohydrate kinases, C-terminal domain, FGGY family of carbohydrate kinases, N-terminal domain	4.2E-85, 1.7E-64; 2.1E-63, 3.1E-91; 6.1E-64, 2.2E-55	IPR018484, IPR018485; IPR018485, IPR018484; IPR018485, IPR018484	Carbohydrate kinase, FGGY, N-terminal, Carbohydrate kinase, FGGY, C-terminal; Carbohydrate kinase, FGGY, C-terminal, Carbohydrate kinase, FGGY, N-terminal; Carbohydrate kinase, FGGY, C-terminal, Carbohydrate kinase, FGGY, N-terminal
NP_150596.1	NP_150596.1; NP_001258851.1	192; 185	Pfam	PF00717; PF00717	Peptidase S24-like; Peptidase S24-like	2.2E-9; 5.1E-9	IPR015927; IPR015927	Peptidase S24/S26A/S26B/S26C; Peptidase S24/S26A/S26B/S26C
NP_150638.1	NP_150638.1; NP_982287.1	127; 127	Pfam	PF15155; PF15155	MORF4 family-associated protein1; MORF4 family-associated protein1	1.0E-60; 1.9E-56	IPR029254; IPR029254	MORF4 family-associated protein 1; MORF4 family-associated protein 1
NP_219480.1	NP_219480.1; NP_001029344.4	297; 297	Pfam	PF00153; PF00153	Mitochondrial carrier protein; Mitochondrial carrier protein	1.2E-10; 1.1E-10	IPR018108; IPR018108	Mitochondrial substrate/solute carrier; Mitochondrial substrate/solute carrier
NP_258259.1	NP_258259.1; NP_778238.1	523; 540	Pfam	PF16208, PF00038; PF00038, PF16208	Keratin type II head, Intermediate filament protein; Intermediate filament protein, Keratin type II head	5.3E-18, 1.1E-102; 4.6E-105, 4.5E-18	IPR032444, IPR039008; IPR039008, IPR032444	Keratin type II head, Intermediate filament, rod domain; Intermediate filament, rod domain, Keratin type II head
NP_387504.2	NP_387504.2; NP_001188309.2	1288; 1288	Pfam	PF02210, PF00754; PF02210, PF00754	Laminin G domain, F5/8 type C domain; Laminin G domain, F5/8 type C domain	1.5E-22, 3.9E-27; 1.5E-22, 3.9E-27	IPR001791, IPR000421; IPR001791, IPR000421	Laminin G domain, Coagulation factor 5/8 C-terminal domain; Laminin G domain, Coagulation factor 5/8 C-terminal domain
NP_443106.1	NP_443106.1; XP_016868056.1	288; 329	Pfam	PF00804, PF05739; PF00804	Syntaxin, SNARE domain; Syntaxin	4.2E-62, 2.1E-21; 8.3E-61	IPR006011, IPR000727; IPR006011	Syntaxin, N-terminal domain, Target SNARE coiled-coil homology domain; Syntaxin, N-terminal domain
NP_473369.1	NP_473369.1; NP_689675.1; NP_001269229.1; NP_001096084.1	338; 338; 338; 338	Pfam	; PF00892; ; 	; EamA-like transporter family; ; 	; 2.9E-6; ; 	; IPR000620; ; 	; EamA domain; ; 
NP_473373.2	NP_473373.2; NP_001357393.1; NP_671732.3	322; 322; 322	Pfam	PF00001; PF00001; PF00001	7 transmembrane receptor (rhodopsin family); 7 transmembrane receptor (rhodopsin family); 7 transmembrane receptor (rhodopsin family)	2.4E-13; 2.8E-9; 9.7E-13	IPR000276; IPR000276; IPR000276	G protein-coupled receptor, rhodopsin-like; G protein-coupled receptor, rhodopsin-like; G protein-coupled receptor, rhodopsin-like
NP_478108.2	NP_478108.2; NP_001382413.1	133; 133	Pfam	PF05324, PF00711; PF05324	Sperm antigen HE2, Beta defensin; Sperm antigen HE2	1.2E-35, 5.3E-6; 1.2E-35	IPR007988, IPR001855; IPR007988	Sperm-associated antigen 11, Beta defensin type; Sperm-associated antigen 11
NP_478137.1	NP_478137.1; XP_016865280.1	612; 605	Pfam	PF00096, PF01352, PF16622; PF01352, PF16622, PF00096	Zinc finger, C2H2 type, KRAB box, zinc-finger C2H2-type; KRAB box, zinc-finger C2H2-type, Zinc finger, C2H2 type	1.5E-6, 6.5E-24, 7.7E-5; 1.1E-23, 7.6E-5, 4.6E-6	IPR013087, IPR001909, IPR041697; IPR001909, IPR041697, IPR013087	Zinc finger C2H2-type, Krueppel-associated box, Zinc-finger C2H2-type 11; Krueppel-associated box, Zinc-finger C2H2-type 11, Zinc finger C2H2-type
NP_525128.2	NP_525128.2; NP_001035792.1	72; 72	Pfam	PF13841; PF13841	Beta defensin; Beta defensin	1.1E-8; 1.1E-8	IPR025933; IPR025933	Beta-defensin; Beta-defensin
NP_542392.2	NP_542392.2; NP_001342495.1	333; 302	Pfam	PF06021, PF08444; PF08444, PF06021	Aralkyl acyl-CoA:amino acid N-acyltransferase, Aralkyl acyl-CoA:amino acid N-acyltransferase, C-terminal region; Aralkyl acyl-CoA:amino acid N-acyltransferase, C-terminal region, Aralkyl acyl-CoA:amino acid N-acyltransferase	3.4E-68, 3.5E-41; 3.5E-35, 1.5E-75	IPR015938, IPR013652; IPR013652, IPR015938	Glycine N-acyltransferase, N-terminal, Glycine N-acyltransferase, C-terminal; Glycine N-acyltransferase, C-terminal, Glycine N-acyltransferase, N-terminal
NP_542451.1	NP_542451.1; NP_001017991.1; NP_001017990.1	115; 115; 115	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_542781.3	NP_542781.3; NP_473357.1	261; 262	Pfam	PF00076; PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	2.4E-19; 7.0E-20	IPR000504; IPR000504	RNA recognition motif domain; RNA recognition motif domain
NP_542784.1	NP_542784.1; NP_001243506.2	214; 216	Pfam	PF00252; PF00252	Ribosomal protein L16p/L10e; Ribosomal protein L16p/L10e	3.7E-37; 5.8E-17	IPR016180; IPR016180	Ribosomal protein L10e/L16; Ribosomal protein L10e/L16
NP_569731.2	NP_569731.2; NP_001382779.1; NP_001297066.2; NP_001308821.1	1133; 1133; 1161; 1138	Pfam	PF06409; PF06409; PF06409; PF06409	Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP)	6.8E-49; 6.8E-49; 4.0E-49; 1.5E-48	-; -; -; -	-; -; -; -
NP_569734.2	NP_569734.2; XP_011529087.1; XP_016884842.1	130; 134; 111	Pfam	PF05831; PF05831; PF05831	GAGE protein; GAGE protein; GAGE protein	1.2E-38; 5.1E-41; 2.7E-37	IPR031320; IPR031320; IPR031320	GAGE; GAGE; GAGE
NP_612208.1	NP_612208.1; XP_005268405.1	276; 318	Pfam	PF01182; PF01182	Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase; Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase	1.8E-20; 3.6E-18	IPR006148; IPR006148	Glucosamine/galactosamine-6-phosphate isomerase; Glucosamine/galactosamine-6-phosphate isomerase
NP_612378.1	NP_612378.1; NP_001244893.1	185; 172	Pfam	PF05205; PF05205	COMPASS (Complex proteins associated with Set1p) component shg1; COMPASS (Complex proteins associated with Set1p) component shg1	2.9E-25; 3.5E-18	-; -	-; -
NP_612485.2	NP_612485.2; NP_001186752.1	176; 193	Pfam	PF12689; PF12689, PF00240	Acid Phosphatase; Acid Phosphatase, Ubiquitin family	1.4E-57; 8.9E-39, 4.6E-17	IPR010036; IPR010036, IPR000626	Magnesium-dependent phosphatase-1, eukaryotic/archaeal-type; Magnesium-dependent phosphatase-1, eukaryotic/archaeal-type, Ubiquitin-like domain
NP_620155.1	NP_620155.1; XP_011509971.1	446; 456	Pfam	PF15227, PF00622; PF00622, PF15227	zinc finger of C3HC4-type, RING, SPRY domain; SPRY domain, zinc finger of C3HC4-type, RING	2.0E-8, 2.0E-7; 2.1E-7, 2.1E-8	-, IPR003877; IPR003877, -	-, SPRY domain; SPRY domain, -
NP_620354.1	NP_620354.1; NP_940850.1	175; 175	Pfam	PF00059; PF00059	Lectin C-type domain; Lectin C-type domain	2.4E-22; 1.3E-20	IPR001304; IPR001304	C-type lectin-like; C-type lectin-like
NP_620414.1	NP_620414.1; XP_016883135.1	393; 384	Pfam	PF00001; PF00001	7 transmembrane receptor (rhodopsin family); 7 transmembrane receptor (rhodopsin family)	2.3E-46; 6.0E-46	IPR000276; IPR000276	G protein-coupled receptor, rhodopsin-like; G protein-coupled receptor, rhodopsin-like
NP_653215.2	NP_653215.2; NP_001129979.1; NP_001351603.1; NP_001157897.1; NP_001157891.1	208; 208; 204; 208; 208	Pfam	PF14048, PF16564; PF14048, PF16564; PF14048, PF16564; PF14048, PF16564; PF14048, PF16564	C-terminal domain of methyl-CpG binding protein 2 and 3, p55-binding region of Methyl-CpG-binding domain proteins MBD; C-terminal domain of methyl-CpG binding protein 2 and 3, p55-binding region of Methyl-CpG-binding domain proteins MBD; C-terminal domain of methyl-CpG binding protein 2 and 3, p55-binding region of Methyl-CpG-binding domain proteins MBD; C-terminal domain of methyl-CpG binding protein 2 and 3, p55-binding region of Methyl-CpG-binding domain proteins MBD; C-terminal domain of methyl-CpG binding protein 2 and 3, p55-binding region of Methyl-CpG-binding domain proteins MBD	7.5E-19, 2.8E-30; 1.6E-18, 2.8E-30; 7.1E-19, 2.6E-30; 7.5E-19, 2.8E-30; 1.6E-18, 2.8E-30	IPR025884, IPR032343; IPR025884, IPR032343; IPR025884, IPR032343; IPR025884, IPR032343; IPR025884, IPR032343	Methyl-CpG binding protein 2/3, C-terminal domain, Methyl-CpG-binding domain protein 2/3, p55-binding region; Methyl-CpG binding protein 2/3, C-terminal domain, Methyl-CpG-binding domain protein 2/3, p55-binding region; Methyl-CpG binding protein 2/3, C-terminal domain, Methyl-CpG-binding domain protein 2/3, p55-binding region; Methyl-CpG binding protein 2/3, C-terminal domain, Methyl-CpG-binding domain protein 2/3, p55-binding region; Methyl-CpG binding protein 2/3, C-terminal domain, Methyl-CpG-binding domain protein 2/3, p55-binding region
NP_659731.1	NP_659731.1; XP_011523328.1	347; 337	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	1.1E-56; 3.9E-56	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
NP_660204.2	NP_660204.2; NP_001020276.1	337; 365	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	5.4E-27; 4.4E-24	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
NP_663745.1	NP_663745.1; NP_001180218.1	199; 199	Pfam	PF18782; PF18782	Novel AID APOBEC clade 2; Novel AID APOBEC clade 2	6.9E-70; 6.9E-70	-; -	-; -
NP_689407.1	NP_689407.1; XP_005256393.1	416; 450	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	8.7E-27; 3.4E-27	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
NP_689463.1	NP_689463.1; NP_001035793.1	78; 78	Pfam	PF13841; PF13841	Beta defensin; Beta defensin	6.0E-8; 6.0E-8	IPR025933; IPR025933	Beta-defensin; Beta-defensin
NP_689464.1	NP_689464.1; NP_001035794.1	65; 65	Pfam	PF13841; PF13841	Beta defensin; Beta defensin	4.4E-6; 4.4E-6	IPR025933; IPR025933	Beta-defensin; Beta-defensin
NP_689478.1	NP_689478.1; NP_001032726.1	158; 206	Pfam	PF01849; PF01849	NAC domain; NAC domain	4.9E-25; 7.1E-26	IPR002715; IPR002715	Nascent polypeptide-associated complex NAC domain; Nascent polypeptide-associated complex NAC domain
NP_689488.3	NP_689488.3; NP_689730.2	665; 665	Pfam	; 	; 	; 	; 	; 
NP_689492.3	NP_689492.3; NP_001275729.1	769; 769	Pfam	PF00096, PF01352; PF01352, PF00096	Zinc finger, C2H2 type, KRAB box; KRAB box, Zinc finger, C2H2 type	2.9E-7, 4.4E-23; 4.5E-24, 2.9E-7	IPR013087, IPR001909; IPR001909, IPR013087	Zinc finger C2H2-type, Krueppel-associated box; Krueppel-associated box, Zinc finger C2H2-type
NP_690002.2	NP_690002.2; XP_016884943.1	247; 248	Pfam	; 	; 	; 	; 	; 
NP_705718.1	NP_705718.1; XP_005265573.1	385; 413	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	1.5E-80; 6.1E-78	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
NP_714919.2	NP_714919.2; XP_016861790.1	263; 225	Pfam	PF13695; PF13695	Zinc-binding domain; Zinc-binding domain	1.5E-22; 4.6E-24	IPR027377; IPR027377	Zinc-binding domain; Zinc-binding domain
NP_733765.1	NP_733765.1; NP_775293.1	1042; 1001	Pfam	PF00689, PF00122, PF00690, PF08282, PF13246; PF00122, PF13246, PF08282, PF00689, PF00690	Cation transporting ATPase, C-terminus, E1-E2 ATPase, Cation transporter/ATPase, N-terminus, haloacid dehalogenase-like hydrolase, Cation transport ATPase (P-type); E1-E2 ATPase, Cation transport ATPase (P-type), haloacid dehalogenase-like hydrolase, Cation transporting ATPase, C-terminus, Cation transporter/ATPase, N-terminus	6.3E-46, 1.1E-54, 3.6E-16, 1.7E-5, 1.0E-20; 1.5E-54, 1.7E-19, 1.1E-5, 3.4E-44, 3.9E-19	IPR006068, -, IPR004014, -, -; -, -, -, IPR006068, IPR004014	Cation-transporting P-type ATPase, C-terminal, -, Cation-transporting P-type ATPase, N-terminal, -, -; -, -, -, Cation-transporting P-type ATPase, C-terminal, Cation-transporting P-type ATPase, N-terminal
NP_742150.1	NP_742150.1; NP_001333866.1	200; 200	Pfam	PF15177; PF15177	Interleukin-28A; Interleukin-28A	7.6E-74; 2.9E-76	IPR029177; IPR029177	Interferon lambda; Interferon lambda
NP_775486.1	NP_775486.1; NP_001005853.1	331; 312	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	2.1E-47; 1.9E-49	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_775490.2	NP_775490.2; NP_001307572.1	783; 783	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	8.0E-75; 8.0E-75	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
NP_775794.2	NP_775794.2; NP_001382958.1	407; 407	Pfam	PF01454, PF12440; PF12440, PF01454	MAGE family, Melanoma associated antigen family N terminal; Melanoma associated antigen family N terminal, MAGE family	4.6E-9, 1.2E-19; 2.4E-19, 3.5E-11	IPR002190, IPR021072; IPR021072, IPR002190	MAGE homology domain, Melanoma associated antigen, N-terminal; Melanoma associated antigen, N-terminal, MAGE homology domain
NP_776159.1	NP_776159.1; NP_001137450.1	402; 403	Pfam	PF14893; PF14893	PNMA; PNMA	9.9E-42; 2.4E-41	IPR026523; IPR026523	Paraneoplastic antigen Ma; Paraneoplastic antigen Ma
NP_778146.2	NP_778146.2; NP_001244291.1; NP_001382398.1; NP_997238.2; NP_001131143.1; NP_001264233.1; NP_001264232.1; NP_001129685.1; NP_001005356.1; NP_001138914.1; XP_024302914.1	584; 584; 581; 581; 542; 544; 544; 545; 508; 508; 559	Pfam	PF12796, PF14915; PF14915, PF12796; PF14915, PF12796; PF12796, PF14915; PF12796; PF12796, PF14915; PF12796, PF14915; PF12796; PF12796; PF12796; PF14915, PF00023, PF12796	Ankyrin repeats (3 copies), CCDC144C protein coiled-coil region; CCDC144C protein coiled-coil region, Ankyrin repeats (3 copies); CCDC144C protein coiled-coil region, Ankyrin repeats (3 copies); Ankyrin repeats (3 copies), CCDC144C protein coiled-coil region; Ankyrin repeats (3 copies); Ankyrin repeats (3 copies), CCDC144C protein coiled-coil region; Ankyrin repeats (3 copies), CCDC144C protein coiled-coil region; Ankyrin repeats (3 copies); Ankyrin repeats (3 copies); Ankyrin repeats (3 copies); CCDC144C protein coiled-coil region, Ankyrin repeat, Ankyrin repeats (3 copies)	4.3E-14, 2.5E-14; 4.9E-14, 4.3E-14; 1.2E-11, 3.3E-14; 3.3E-14, 1.2E-11; 2.9E-14; 3.0E-14, 7.2E-11; 3.0E-14, 7.2E-11; 5.9E-14; 6.4E-14; 5.1E-14; 1.8E-37, 7.6E-6, 1.8E-13	IPR020683, IPR039497; IPR039497, IPR020683; IPR039497, IPR020683; IPR020683, IPR039497; IPR020683; IPR020683, IPR039497; IPR020683, IPR039497; IPR020683; IPR020683; IPR020683; IPR039497, IPR002110, IPR020683	Ankyrin repeat-containing domain, CCDC144C-like, coiled-coil domain; CCDC144C-like, coiled-coil domain, Ankyrin repeat-containing domain; CCDC144C-like, coiled-coil domain, Ankyrin repeat-containing domain; Ankyrin repeat-containing domain, CCDC144C-like, coiled-coil domain; Ankyrin repeat-containing domain; Ankyrin repeat-containing domain, CCDC144C-like, coiled-coil domain; Ankyrin repeat-containing domain, CCDC144C-like, coiled-coil domain; Ankyrin repeat-containing domain; Ankyrin repeat-containing domain; Ankyrin repeat-containing domain; CCDC144C-like, coiled-coil domain, Ankyrin repeat, Ankyrin repeat-containing domain
NP_795365.2	NP_795365.2; NP_795368.2; NP_795367.2; NP_795366.2; NP_001091112.1	309; 309; 299; 309; 319	Pfam	PF05296; PF05296; PF05296; PF05296; PF05296	Taste receptor protein (TAS2R); Taste receptor protein (TAS2R); Taste receptor protein (TAS2R); Taste receptor protein (TAS2R); Taste receptor protein (TAS2R)	7.0E-90; 2.3E-89; 1.3E-84; 1.1E-88; 1.5E-88	IPR007960; IPR007960; IPR007960; IPR007960; IPR007960	Taste receptor type 2; Taste receptor type 2; Taste receptor type 2; Taste receptor type 2; Taste receptor type 2
NP_835462.1	NP_835462.1; NP_001004460.1	317; 303	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	7.5E-57; 8.6E-58	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_848126.1	NP_848126.1; NP_848128.1; NP_848130.1	118; 118; 118	Pfam	PF14672; PF14672; PF14672	Late cornified envelope; Late cornified envelope; Late cornified envelope	3.5E-14; 4.4E-14; 9.5E-16	IPR028205; IPR028205; IPR028205	Late cornified envelope protein; Late cornified envelope protein; Late cornified envelope protein
NP_848515.1	NP_848515.1; NP_055172.1; NP_848516.1; NP_848517.1	106; 110; 110; 110	Pfam	PF14672; PF14672; PF14672; PF14672	Late cornified envelope; Late cornified envelope; Late cornified envelope; Late cornified envelope	3.8E-21; 1.4E-21; 2.6E-21; 5.8E-22	IPR028205; IPR028205; IPR028205; IPR028205	Late cornified envelope protein; Late cornified envelope protein; Late cornified envelope protein; Late cornified envelope protein
NP_848526.1	NP_848526.1; NP_001344937.1	515; 526	Pfam	PF00651, PF07707; PF00651	BTB/POZ domain, BTB And C-terminal Kelch; BTB/POZ domain	3.4E-13, 3.6E-5; 1.9E-13	IPR000210, IPR011705; IPR000210	BTB/POZ domain, BTB/Kelch-associated; BTB/POZ domain
NP_848565.2	NP_848565.2; NP_001013650.1	463; 463	Pfam	; PF00400	; WD domain, G-beta repeat	; 0.017	; IPR001680	; WD40 repeat
