NP_000026.2	NP_000026.2; NP_005156.1	364; 364	Pfam	PF00274; PF00274	Fructose-bisphosphate aldolase class-I; Fructose-bisphosphate aldolase class-I	5.2E-173; 8.4E-181	IPR000741; IPR000741	Fructose-bisphosphate aldolase, class-I; Fructose-bisphosphate aldolase, class-I
NP_061723.1	NP_061723.1; NP_061728.1; NP_061729.1; NP_061734.1; NP_061732.1; NP_061725.1; NP_061730.1; NP_114063.1; NP_061727.1; NP_061724.1; NP_061726.1; NP_061733.1; NP_061731.1	950; 948; 950; 950; 950; 949; 947; 950; 950; 948; 941; 937; 936	Pfam	PF08266, PF15974, PF00028; PF08266, PF15974, PF00028; PF08266, PF15974, PF00028; PF08266, PF00028, PF15974; PF15974, PF00028, PF08266; PF15974, PF00028, PF08266; PF08266, PF15974, PF00028; PF00028, PF08266, PF15974; PF00028, PF08266, PF15974; PF15974, PF00028, PF08266; PF08266, PF00028, PF15974; PF00028, PF15974, PF08266; PF15974, PF00028, PF08266	Cadherin-like, Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin domain; Cadherin-like, Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin domain; Cadherin-like, Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin domain; Cadherin-like, Cadherin domain, Cadherin C-terminal cytoplasmic tail, catenin-binding region; Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin domain, Cadherin-like; Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin domain, Cadherin-like; Cadherin-like, Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin domain; Cadherin domain, Cadherin-like, Cadherin C-terminal cytoplasmic tail, catenin-binding region; Cadherin domain, Cadherin-like, Cadherin C-terminal cytoplasmic tail, catenin-binding region; Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin domain, Cadherin-like; Cadherin-like, Cadherin domain, Cadherin C-terminal cytoplasmic tail, catenin-binding region; Cadherin domain, Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin-like; Cadherin C-terminal cytoplasmic tail, catenin-binding region, Cadherin domain, Cadherin-like	3.5E-27, 3.8E-67, 4.8E-20; 2.1E-28, 3.8E-67, 8.2E-21; 2.3E-28, 3.8E-67, 1.8E-19; 2.1E-28, 1.7E-19, 3.8E-67; 3.8E-67, 2.5E-19, 2.3E-29; 3.8E-67, 4.3E-22, 5.0E-29; 3.9E-28, 3.8E-67, 1.4E-17; 5.3E-15, 7.6E-28, 3.8E-67; 5.7E-18, 1.3E-28, 3.8E-67; 3.8E-67, 4.5E-17, 4.3E-28; 6.2E-28, 3.4E-18, 3.7E-67; 2.3E-15, 3.7E-67, 2.7E-27; 3.7E-67, 2.6E-19, 2.0E-28	IPR013164, IPR031904, IPR002126; IPR013164, IPR031904, IPR002126; IPR013164, IPR031904, IPR002126; IPR013164, IPR002126, IPR031904; IPR031904, IPR002126, IPR013164; IPR031904, IPR002126, IPR013164; IPR013164, IPR031904, IPR002126; IPR002126, IPR013164, IPR031904; IPR002126, IPR013164, IPR031904; IPR031904, IPR002126, IPR013164; IPR013164, IPR002126, IPR031904; IPR002126, IPR031904, IPR013164; IPR031904, IPR002126, IPR013164	Cadherin, N-terminal, Cadherin, C-terminal catenin-binding domain, Cadherin-like; Cadherin, N-terminal, Cadherin, C-terminal catenin-binding domain, Cadherin-like; Cadherin, N-terminal, Cadherin, C-terminal catenin-binding domain, Cadherin-like; Cadherin, N-terminal, Cadherin-like, Cadherin, C-terminal catenin-binding domain; Cadherin, C-terminal catenin-binding domain, Cadherin-like, Cadherin, N-terminal; Cadherin, C-terminal catenin-binding domain, Cadherin-like, Cadherin, N-terminal; Cadherin, N-terminal, Cadherin, C-terminal catenin-binding domain, Cadherin-like; Cadherin-like, Cadherin, N-terminal, Cadherin, C-terminal catenin-binding domain; Cadherin-like, Cadherin, N-terminal, Cadherin, C-terminal catenin-binding domain; Cadherin, C-terminal catenin-binding domain, Cadherin-like, Cadherin, N-terminal; Cadherin, N-terminal, Cadherin-like, Cadherin, C-terminal catenin-binding domain; Cadherin-like, Cadherin, C-terminal catenin-binding domain, Cadherin, N-terminal; Cadherin, C-terminal catenin-binding domain, Cadherin-like, Cadherin, N-terminal
NP_061983.2	NP_061983.2; NP_077819.2	545; 538	Pfam	PF01352, PF02023, PF00096; PF02023, PF01352, PF00096	KRAB box, SCAN domain, Zinc finger, C2H2 type; SCAN domain, KRAB box, Zinc finger, C2H2 type	3.1E-9, 7.7E-42, 1.6E-7; 1.2E-41, 3.9E-8, 4.9E-7	IPR001909, IPR003309, IPR013087; IPR003309, IPR001909, IPR013087	Krueppel-associated box, SCAN domain, Zinc finger C2H2-type; SCAN domain, Krueppel-associated box, Zinc finger C2H2-type
NP_065079.1	NP_065079.1; NP_647480.1	582; 589	Pfam	PF07690; PF07690	Major Facilitator Superfamily; Major Facilitator Superfamily	2.9E-47; 8.5E-46	IPR011701; IPR011701	Major facilitator superfamily; Major facilitator superfamily
NP_065091.1	NP_065091.1; NP_001182163.1; NP_001193555.1; NP_001098992.1; NP_001371840.1; NP_116070.2; NP_001383004.1	452; 452; 452; 452; 452; 452; 452	Pfam	PF00643, PF00622, PF15227; PF00622, PF00643, PF15227; PF00643, PF00622, PF15227; PF15227, PF00622, PF00643; PF15227, PF00622, PF00643; PF00622, PF15227; PF00643, PF00622, PF15227	B-box zinc finger, SPRY domain, zinc finger of C3HC4-type, RING; SPRY domain, B-box zinc finger, zinc finger of C3HC4-type, RING; B-box zinc finger, SPRY domain, zinc finger of C3HC4-type, RING; zinc finger of C3HC4-type, RING, SPRY domain, B-box zinc finger; zinc finger of C3HC4-type, RING, SPRY domain, B-box zinc finger; SPRY domain, zinc finger of C3HC4-type, RING; B-box zinc finger, SPRY domain, zinc finger of C3HC4-type, RING	1.4E-6, 3.3E-7, 9.9E-9; 1.4E-7, 1.4E-6, 9.9E-9; 4.0E-6, 8.2E-8, 3.3E-10; 4.1E-10, 1.3E-7, 2.4E-5; 4.1E-10, 1.3E-7, 2.4E-5; 1.2E-7, 2.2E-11; 3.3E-5, 5.6E-7, 2.3E-10	IPR000315, IPR003877, -; IPR003877, IPR000315, -; IPR000315, IPR003877, -; -, IPR003877, IPR000315; -, IPR003877, IPR000315; IPR003877, -; IPR000315, IPR003877, -	B-box-type zinc finger, SPRY domain, -; SPRY domain, B-box-type zinc finger, -; B-box-type zinc finger, SPRY domain, -; -, SPRY domain, B-box-type zinc finger; -, SPRY domain, B-box-type zinc finger; SPRY domain, -; B-box-type zinc finger, SPRY domain, -
NP_065123.1	NP_065123.1; NP_001093162.1	153; 154	Pfam	PF01287; PF01287	Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold; Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold	7.1E-27; 1.9E-24	IPR020189; IPR020189	Translation elongation factor, IF5A C-terminal; Translation elongation factor, IF5A C-terminal
NP_065162.1	NP_065162.1; NP_073576.1	757; 748	Pfam	PF00632, PF00397, PF00168; PF00397, PF00632, PF00168	HECT-domain (ubiquitin-transferase), WW domain, C2 domain; WW domain, HECT-domain (ubiquitin-transferase), C2 domain	1.7E-101, 5.7E-9, 6.6E-16; 2.8E-11, 6.7E-101, 3.3E-16	IPR000569, IPR001202, IPR000008; IPR001202, IPR000569, IPR000008	HECT domain, WW domain, C2 domain; WW domain, HECT domain, C2 domain
NP_065755.1	NP_065755.1; NP_149079.2	834; 837	Pfam	PF11882, PF07923; PF07923, PF11882	Domain of unknown function (DUF3402), N1221-like protein; N1221-like protein, Domain of unknown function (DUF3402)	1.4E-62, 6.3E-50; 4.4E-49, 3.3E-65	IPR021819, IPR012486; IPR012486, IPR021819	Far11/STRP, C-terminal, Far11/STRP, N-terminal; Far11/STRP, N-terminal, Far11/STRP, C-terminal
NP_065906.1	NP_065906.1; NP_848653.2; NP_001070143.1	531; 530; 528	Pfam	PF00096; PF01352, PF13912, PF00096; PF01352, PF00096	Zinc finger, C2H2 type; KRAB box, C2H2-type zinc finger, Zinc finger, C2H2 type; KRAB box, Zinc finger, C2H2 type	4.3E-6; 8.3E-23, 0.03, 3.4E-7; 1.7E-22, 5.2E-6	IPR013087; IPR001909, -, IPR013087; IPR001909, IPR013087	Zinc finger C2H2-type; Krueppel-associated box, -, Zinc finger C2H2-type; Krueppel-associated box, Zinc finger C2H2-type
NP_066192.1	NP_066192.1; NP_067018.2	217; 220	Pfam	PF00822; PF00822	PMP-22/EMP/MP20/Claudin family; PMP-22/EMP/MP20/Claudin family	9.8E-33; 3.9E-32	IPR004031; IPR004031	PMP-22/EMP/MP20/Claudin superfamily; PMP-22/EMP/MP20/Claudin superfamily
NP_066306.2	NP_066306.2; NP_001092005.1	317; 317	Pfam	PF15227, PF13765, PF11002, PF00622; PF11002, PF13765, PF15227, PF00622	zinc finger of C3HC4-type, RING, SPRY-associated domain, RFPL defining motif (RDM), SPRY domain; RFPL defining motif (RDM), SPRY-associated domain, zinc finger of C3HC4-type, RING, SPRY domain	6.9E-16, 4.0E-14, 6.2E-22, 8.8E-18; 3.4E-22, 1.4E-14, 2.7E-16, 2.5E-17	-, IPR006574, IPR022723, IPR003877; IPR022723, IPR006574, -, IPR003877	-, SPRY-associated, RDM domain, Ret finger protein-like, SPRY domain; RDM domain, Ret finger protein-like, SPRY-associated, -, SPRY domain
NP_066360.1	NP_066360.1; NP_787125.1	243; 252	Pfam	PF00167; PF00167	Fibroblast growth factor; Fibroblast growth factor	2.0E-40; 4.8E-41	IPR002209; IPR002209	Fibroblast growth factor family; Fibroblast growth factor family
NP_066565.1	NP_066565.1; XP_016872436.1	496; 502	Pfam	PF02799, PF01233; PF02799, PF01233	Myristoyl-CoA:protein N-myristoyltransferase, C-terminal domain, Myristoyl-CoA:protein N-myristoyltransferase, N-terminal domain; Myristoyl-CoA:protein N-myristoyltransferase, C-terminal domain, Myristoyl-CoA:protein N-myristoyltransferase, N-terminal domain	7.9E-84, 6.0E-74; 3.2E-83, 3.3E-76	IPR022677, IPR022676; IPR022677, IPR022676	Myristoyl-CoA:protein N-myristoyltransferase, C-terminal, Myristoyl-CoA:protein N-myristoyltransferase, N-terminal; Myristoyl-CoA:protein N-myristoyltransferase, C-terminal, Myristoyl-CoA:protein N-myristoyltransferase, N-terminal
NP_066953.1	NP_066953.1; NP_001129261.2; NP_001137355.1; NP_001355057.1; NP_001116540.1; NP_001137504.2; NP_001157734.2; NP_001157733.1	165; 164; 164; 164; 164; 164; 164; 164	Pfam	PF00160; PF00160; PF00160; PF00160; PF00160; PF00160; PF00160; PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	6.8E-47; 7.6E-43; 5.1E-40; 5.5E-40; 4.7E-41; 4.7E-42; 4.7E-42; 3.7E-41	IPR002130; IPR002130; IPR002130; IPR002130; IPR002130; IPR002130; IPR002130; IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain; Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain; Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain; Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain; Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain; Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain; Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain; Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
NP_066971.2	NP_066971.2; NP_001092096.1; NP_258429.2; NP_079465.3; NP_612203.2; NP_001342126.2; NP_872321.2	569; 572; 563; 570; 568; 573; 555	Pfam	PF01352, PF00096; PF00096, PF01352; PF01352, PF00096; PF00096, PF01352; PF01352, PF00096; PF00096, PF01352; PF00096	KRAB box, Zinc finger, C2H2 type; Zinc finger, C2H2 type, KRAB box; KRAB box, Zinc finger, C2H2 type; Zinc finger, C2H2 type, KRAB box; KRAB box, Zinc finger, C2H2 type; Zinc finger, C2H2 type, KRAB box; Zinc finger, C2H2 type	1.3E-22, 7.9E-7; 4.1E-6, 4.3E-22; 2.7E-22, 1.3E-6; 3.6E-6, 5.8E-22; 1.4E-22, 1.7E-6; 5.8E-7, 6.7E-23; 8.8E-7	IPR001909, IPR013087; IPR013087, IPR001909; IPR001909, IPR013087; IPR013087, IPR001909; IPR001909, IPR013087; IPR013087, IPR001909; IPR013087	Krueppel-associated box, Zinc finger C2H2-type; Zinc finger C2H2-type, Krueppel-associated box; Krueppel-associated box, Zinc finger C2H2-type; Zinc finger C2H2-type, Krueppel-associated box; Krueppel-associated box, Zinc finger C2H2-type; Zinc finger C2H2-type, Krueppel-associated box; Zinc finger C2H2-type
NP_067067.1	NP_067067.1; NP_071440.1	400; 399	Pfam	PF04670; PF04670	Gtr1/RagA G protein conserved region; Gtr1/RagA G protein conserved region	1.7E-71; 1.4E-72	IPR006762; IPR006762	Gtr1/RagA G protein; Gtr1/RagA G protein
NP_067078.1	NP_067078.1; XP_016860009.1	420; 418	Pfam	PF04710; PF04710	Pellino; Pellino	1.2E-223; 2.2E-224	IPR006800; IPR006800	Pellino family; Pellino family
NP_068802.1	NP_075267.1; NP_068802.1	110; 110	Pfam	PF04419; PF04419	4F5 protein related disordered region; 4F5 protein related disordered region	3.0E-11; 3.0E-11	IPR007513; IPR007513	Uncharacterised protein family SERF, N-terminal; Uncharacterised protein family SERF, N-terminal
NP_068818.4	NP_068818.4; XP_011512864.1; NP_072049.2; XP_024308321.1	266; 276; 266; 279	Pfam	PF00969, PF07654; PF07654, PF00969; PF00969, PF07654; PF00969, PF07654	Class II histocompatibility antigen, beta domain, Immunoglobulin C1-set domain; Immunoglobulin C1-set domain, Class II histocompatibility antigen, beta domain; Class II histocompatibility antigen, beta domain, Immunoglobulin C1-set domain; Class II histocompatibility antigen, beta domain, Immunoglobulin C1-set domain	1.3E-35, 1.1E-26; 1.5E-25, 2.4E-36; 6.7E-37, 2.0E-26; 2.0E-37, 2.4E-26	IPR000353, IPR003597; IPR003597, IPR000353; IPR000353, IPR003597; IPR000353, IPR003597	MHC class II, beta chain, N-terminal, Immunoglobulin C1-set; Immunoglobulin C1-set, MHC class II, beta chain, N-terminal; MHC class II, beta chain, N-terminal, Immunoglobulin C1-set; MHC class II, beta chain, N-terminal, Immunoglobulin C1-set
NP_071336.1	NP_001093156.1; NP_071336.1	626; 626	Pfam	PF02136, PF09162, PF03943; PF02136, PF09162, PF03943	Nuclear transport factor 2 (NTF2) domain, Tap, RNA-binding, TAP C-terminal domain; Nuclear transport factor 2 (NTF2) domain, Tap, RNA-binding, TAP C-terminal domain	1.1E-18, 1.0E-38, 1.0E-24; 1.1E-18, 1.0E-38, 1.0E-24	IPR002075, IPR015245, IPR005637; IPR002075, IPR015245, IPR005637	Nuclear transport factor 2, Nuclear RNA export factor Tap, RNA-binding domain, TAP C-terminal (TAP-C) domain; Nuclear transport factor 2, Nuclear RNA export factor Tap, RNA-binding domain, TAP C-terminal (TAP-C) domain
NP_071403.1	NP_071403.1; NP_001351228.1	517; 527	Pfam	PF01144; PF01144	Coenzyme A transferase; Coenzyme A transferase	1.4E-74; 4.5E-73	IPR004165; IPR004165	Coenzyme A transferase family I; Coenzyme A transferase family I
NP_071505.2	NP_071505.2; NP_001029097.1	386; 392	Pfam	PF00076; PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	2.2E-23; 2.0E-21	IPR000504; IPR000504	RNA recognition motif domain; RNA recognition motif domain
NP_071925.2	NP_071925.2; NP_001243503.1	589; 589	Pfam	PF00651, PF01344, PF07707; PF07707, PF00651, PF01344	BTB/POZ domain, Kelch motif, BTB And C-terminal Kelch; BTB And C-terminal Kelch, BTB/POZ domain, Kelch motif	4.9E-26, 3.0E-11, 2.7E-31; 1.7E-28, 8.0E-29, 5.3E-11	IPR000210, IPR006652, IPR011705; IPR011705, IPR000210, IPR006652	BTB/POZ domain, Kelch repeat type 1, BTB/Kelch-associated; BTB/Kelch-associated, BTB/POZ domain, Kelch repeat type 1
NP_072051.1	NP_072051.1; XP_011522646.1	256; 261	Pfam	PF00103; PF00103	Somatotropin hormone family; Somatotropin hormone family	3.0E-36; 3.7E-28	IPR001400; IPR001400	Somatotropin/prolactin; Somatotropin/prolactin
NP_073729.1	NP_073729.1; NP_001078950.1	125; 125	Pfam	PF02991; PF02991	Autophagy protein Atg8 ubiquitin like; Autophagy protein Atg8 ubiquitin like	9.9E-44; 3.1E-42	IPR004241; IPR004241	Autophagy protein Atg8 ubiquitin-like; Autophagy protein Atg8 ubiquitin-like
NP_073743.2	NP_073743.2; NP_872294.2	366; 370	Pfam	PF00443; PF00443	Ubiquitin carboxyl-terminal hydrolase; Ubiquitin carboxyl-terminal hydrolase	3.1E-62; 6.0E-63	IPR001394; IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase; Peptidase C19, ubiquitin carboxyl-terminal hydrolase
NP_075389.2	NP_075389.2; NP_001019832.2; NP_001278309.1; NP_075390.1	474; 474; 474; 474	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_076920.1	NP_076920.1; NP_055436.2	251; 255	Pfam	PF00046; PF00046	Homeodomain; Homeodomain	4.6E-22; 5.7E-22	IPR001356; IPR001356	Homeobox domain; Homeobox domain
NP_076949.1	NP_001014999.1; NP_076949.1	275; 275	Pfam	PF01541; PF01541	GIY-YIG catalytic domain; GIY-YIG catalytic domain	4.5E-12; 4.5E-12	IPR000305; IPR000305	GIY-YIG endonuclease; GIY-YIG endonuclease
NP_077026.2	NP_077026.2; NP_115897.1	350; 350	Pfam	PF10269; PF10269	Transmembrane Fragile-X-F protein; Transmembrane Fragile-X-F protein	5.7E-58; 2.3E-59	IPR019396; IPR019396	Transmembrane Fragile-X-F-associated protein; Transmembrane Fragile-X-F-associated protein
NP_077305.2	NP_077305.2; NP_079478.1	240; 239	Pfam	PF13499; PF13499	EF-hand domain pair; EF-hand domain pair	5.0E-7; 2.1E-8	IPR002048; IPR002048	EF-hand domain; EF-hand domain
NP_078798.2	NP_078798.2; XP_011533803.1	207; 213	Pfam	PF05640; PF05640	Na,K-Atpase Interacting protein; Na,K-Atpase Interacting protein	4.5E-105; 9.2E-110	IPR008516; IPR008516	Na,K-Atpase Interacting protein; Na,K-Atpase Interacting protein
NP_078807.1	NP_078807.1; NP_001098047.1	445; 448	Pfam	PF06237; PF06237	Protein of unknown function (DUF1011); Protein of unknown function (DUF1011)	7.1E-36; 3.3E-36	IPR009357; IPR009357	Solute carrier family 52, riboflavin transporter; Solute carrier family 52, riboflavin transporter
NP_078837.3	NP_078837.3; NP_476516.1	864; 866	Pfam	PF07719, PF12569; PF12569, PF13181	Tetratricopeptide repeat, NMDA receptor-regulated protein 1; NMDA receptor-regulated protein 1, Tetratricopeptide repeat	5.3E-5, 8.6E-221; 6.2E-222, 4.3E-4	IPR013105, IPR021183; IPR021183, IPR019734	Tetratricopeptide repeat 2, N-terminal acetyltransferase A, auxiliary subunit; N-terminal acetyltransferase A, auxiliary subunit, Tetratricopeptide repeat
NP_079037.3	NP_079037.3; XP_024307128.1; NP_660322.3	216; 217; 216	Pfam	PF03637; PF03637; PF03637	Mob1/phocein family; Mob1/phocein family; Mob1/phocein family	3.6E-74; 1.2E-74; 1.3E-71	IPR005301; IPR005301; IPR005301	MOB kinase activator family; MOB kinase activator family; MOB kinase activator family
NP_079141.2	NP_079141.2; NP_001342210.1	305; 305	Pfam	PF00046; PF00046	Homeodomain; Homeodomain	1.3E-18; 1.3E-18	IPR001356; IPR001356	Homeobox domain; Homeobox domain
NP_079382.2	NP_079382.2; NP_543138.1	273; 273	Pfam	PF07525, PF00622; PF07525, PF00622	SOCS box, SPRY domain; SOCS box, SPRY domain	2.1E-10, 2.4E-19; 5.2E-12, 4.9E-19	IPR001496, IPR003877; IPR001496, IPR003877	SOCS box domain, SPRY domain; SOCS box domain, SPRY domain
NP_079493.1	NP_079493.1; NP_570970.2	246; 246	Pfam	PF00129; PF00129	Class I Histocompatibility antigen, domains alpha 1 and 2; Class I Histocompatibility antigen, domains alpha 1 and 2	3.3E-19; 1.0E-17	IPR011161; IPR011161	MHC class I-like antigen recognition-like; MHC class I-like antigen recognition-like
NP_110424.1	NP_110424.1; XP_016869043.1	323; 324	Pfam	PF07159; PF07159	Protein of unknown function (DUF1394); Protein of unknown function (DUF1394)	8.6E-148; 1.1E-152	IPR009828; IPR009828	CYRIA/CYRIB, Rac1 binding domain; CYRIA/CYRIB, Rac1 binding domain
NP_112163.1	NP_112163.1; NP_001005190.1; NP_001357409.1	309; 309; 319	Pfam	PF13853; PF13853; PF13853	Olfactory receptor; Olfactory receptor; Olfactory receptor	1.9E-48; 3.7E-49; 1.2E-49	IPR000725; IPR000725; IPR000725	Olfactory receptor; Olfactory receptor; Olfactory receptor
NP_112166.2	NP_112166.2; NP_001005471.1; NP_001372981.1; NP_001372989.1	318; 308; 308; 317	Pfam	PF13853; PF13853; PF13853; PF13853	Olfactory receptor; Olfactory receptor; Olfactory receptor; Olfactory receptor	3.4E-49; 3.2E-46; 1.1E-42; 1.8E-42	IPR000725; IPR000725; IPR000725; IPR000725	Olfactory receptor; Olfactory receptor; Olfactory receptor; Olfactory receptor
NP_112167.2	NP_112167.2; NP_001335223.1; NP_001005216.2	312; 312; 311	Pfam	PF13853; PF13853; PF13853	Olfactory receptor; Olfactory receptor; Olfactory receptor	4.8E-45; 7.1E-47; 2.1E-47	IPR000725; IPR000725; IPR000725	Olfactory receptor; Olfactory receptor; Olfactory receptor
NP_112228.1	NP_112228.1; NP_112229.1; NP_114163.1	167; 177; 174	Pfam	PF01500; PF01500; PF01500	Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein	2.4E-67; 6.9E-52; 8.0E-46	IPR002494; IPR002494; IPR002494	Keratin-associated protein; Keratin-associated protein; Keratin-associated protein
NP_112238.1	NP_112238.1; NP_149048.2; NP_114060.1; NP_001309386.1; NP_001139513.1; NP_001352181.1	205; 195; 201; 195; 210; 210	Pfam	PF13885; PF13885; PF13885; PF13885; PF01500; PF13885	Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein	1.1E-10; 1.2E-11; 3.0E-12; 1.2E-7; 3.7E-14; 1.4E-11	IPR002494; IPR002494; IPR002494; IPR002494; IPR002494; IPR002494	Keratin-associated protein; Keratin-associated protein; Keratin-associated protein; Keratin-associated protein; Keratin-associated protein; Keratin-associated protein
NP_112420.1	NP_112420.1; NP_001317178.1	372; 378	Pfam	PF11627, PF00076; PF00076	Nuclear factor hnRNPA1, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1.1E-18, 1.5E-17; 3.6E-16	IPR021662, IPR000504; IPR000504	Nuclear factor hnRNPA1, RNA recognition motif domain; RNA recognition motif domain
NP_112495.2	NP_112495.2; NP_001230967.1; NP_001342333.1; NP_001254645.1; NP_001004301.2	620; 616; 619; 622; 617	Pfam	PF00096, PF13912, PF01352; PF01352, PF00096; PF00096, PF01352; PF00096, PF01352, PF13912; PF01352, PF00096, PF13912	Zinc finger, C2H2 type, C2H2-type zinc finger, KRAB box; KRAB box, Zinc finger, C2H2 type; Zinc finger, C2H2 type, KRAB box; Zinc finger, C2H2 type, KRAB box, C2H2-type zinc finger; KRAB box, Zinc finger, C2H2 type, C2H2-type zinc finger	6.1E-6, 0.032, 2.1E-22; 1.1E-23, 8.3E-6; 1.9E-6, 1.9E-22; 1.6E-6, 3.3E-23, 0.018; 1.9E-26, 2.2E-6, 0.0021	IPR013087, -, IPR001909; IPR001909, IPR013087; IPR013087, IPR001909; IPR013087, IPR001909, -; IPR001909, IPR013087, -	Zinc finger C2H2-type, -, Krueppel-associated box; Krueppel-associated box, Zinc finger C2H2-type; Zinc finger C2H2-type, Krueppel-associated box; Zinc finger C2H2-type, Krueppel-associated box, -; Krueppel-associated box, Zinc finger C2H2-type, -
NP_113640.1	NP_113640.1; NP_001382928.1	118; 118	Pfam	PF15320; PF15320	mRNA cap methylation, RNMT-activating mini protein; mRNA cap methylation, RNMT-activating mini protein	2.1E-25; 2.4E-25	IPR028271; IPR028271	RNA guanine-N7 methyltransferase activating subunit; RNA guanine-N7 methyltransferase activating subunit
NP_114164.1	NP_114164.1; NP_114165.1; NP_149441.1	98; 98; 98	Pfam	PF04579; PF04579; PF04579	Keratin, high-sulphur matrix protein; Keratin, high-sulphur matrix protein; Keratin, high-sulphur matrix protein	2.6E-49; 1.7E-43; 9.5E-44	IPR007659; IPR007659; IPR007659	Keratin, high-sulphur matrix protein; Keratin, high-sulphur matrix protein; Keratin, high-sulphur matrix protein
NP_114167.2	NP_114167.2; NP_001305156.1; NP_001264261.1; XP_003846529.1; NP_114168.1; NP_114169.2; NP_149461.2	174; 174; 169; 174; 159; 159; 154	Pfam	PF13885; PF13885; PF13885; PF13885; PF13885; PF13885; PF13885	Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein	3.8E-9; 2.9E-9; 3.0E-9; 2.2E-9; 7.0E-10; 1.1E-9; 5.3E-8	IPR002494; IPR002494; IPR002494; IPR002494; IPR002494; IPR002494; IPR002494	Keratin-associated protein; Keratin-associated protein; Keratin-associated protein; Keratin-associated protein; Keratin-associated protein; Keratin-associated protein; Keratin-associated protein
NP_114430.2	NP_114430.2; XP_016859439.1; XP_016856607.1	193; 193; 193	Pfam	PF13833, PF13499; PF13499, PF13833; PF13499, PF13833	EF-hand domain pair, EF-hand domain pair; EF-hand domain pair, EF-hand domain pair; EF-hand domain pair, EF-hand domain pair	1.9E-7, 7.6E-18; 1.9E-17, 4.6E-9; 6.5E-18, 1.0E-6	IPR002048, IPR002048; IPR002048, IPR002048; IPR002048, IPR002048	EF-hand domain, EF-hand domain; EF-hand domain, EF-hand domain; EF-hand domain, EF-hand domain
